Key: aaa, Entropy: 7.9942
Key: ftl, Entropy: 7.9941
Key: ftm, Entropy: 7.9935
Key: ftn, Entropy: 7.9939
Key: fto, Entropy: 7.9931
Key: ftp, Entropy: 7.9932
Key: ftq, Entropy: 7.9927
Key: ftr, Entropy: 7.9940
Key: fts, Entropy: 7.9942
Key: ftt, Entropy: 7.9939
Key: ftu, Entropy: 7.9948
Key: ftv, Entropy: 7.9939
Key: ftw, Entropy: 7.9944
Key: ftx, Entropy: 7.9945
Key: fty, Entropy: 7.9934
Key: ftz, Entropy: 7.9943
Key: fua, Entropy: 7.9939
Key: fub, Entropy: 7.9940
Key: fuc, Entropy: 7.9939
Key: fud, Entropy: 7.9933
Key: fue, Entropy: 7.9947
Key: fuf, Entropy: 7.9924
Key: fug, Entropy: 7.9939
Key: fuh, Entropy: 7.9928
Key: fui, Entropy: 7.9944
Key: fuj, Entropy: 7.9935
Key: fuk, Entropy: 7.9937
Key: ful, Entropy: 7.9931
Key: fum, Entropy: 7.9937
Key: fun, Entropy: 7.9941
Key: fuo, Entropy: 7.9945
Key: fup, Entropy: 7.9940
Key: fuq, Entropy: 7.9932
Key: fur, Entropy: 7.9946
Key: fus, Entropy: 7.9939
Key: fut, Entropy: 7.9944
Key: fuu, Entropy: 7.9937
Key: fuv, Entropy: 7.9934
Key: fuw, Entropy: 7.9942
Key: fux, Entropy: 7.9942
Key: fuy, Entropy: 7.9941
Key: fuz, Entropy: 7.9936
Key: fva, Entropy: 7.9939
Key: fvb, Entropy: 7.9937
Key: fvc, Entropy: 7.9936
Key: fvd, Entropy: 7.9936
Key: fve, Entropy: 7.9938
Key: fvf, Entropy: 7.9931
Key: fvg, Entropy: 7.9936
Key: fvh, Entropy: 7.9935
Key: fvi, Entropy: 7.9932
Key: fvj, Entropy: 7.9934
Key: fvk, Entropy: 7.9936
Key: fvl, Entropy: 7.9934
Key: fvm, Entropy: 7.9938
Key: fvn, Entropy: 7.9942
Key: fvo, Entropy: 7.9938
Key: fvp, Entropy: 7.9946
Key: fvq, Entropy: 7.9941
Key: fvr, Entropy: 7.9934
Key: fvs, Entropy: 7.9930
Key: fvt, Entropy: 7.9938
Key: fvu, Entropy: 7.9940
Key: fvv, Entropy: 7.9935
Key: fvw, Entropy: 7.9930
Key: fvx, Entropy: 7.9939
Key: fvy, Entropy: 7.9941
Key: fvz, Entropy: 7.9939
Key: fwa, Entropy: 7.9937
Key: fwb, Entropy: 7.9938
Key: fwc, Entropy: 7.9930
Key: fwd, Entropy: 7.9934
Key: fwe, Entropy: 7.9941
Key: fwf, Entropy: 7.9932
Key: fwg, Entropy: 7.9932
Key: fwh, Entropy: 7.9940
Key: fwi, Entropy: 7.9936
Key: fwj, Entropy: 7.9936
Key: fwk, Entropy: 7.9932
Key: fwl, Entropy: 7.9932
Key: fwm, Entropy: 7.9933
Key: fwn, Entropy: 7.9928
Key: fwo, Entropy: 7.9932
Key: fwp, Entropy: 7.9928
Key: fwq, Entropy: 7.9932
Key: fwr, Entropy: 7.9935
Key: fws, Entropy: 7.9936
Key: fwt, Entropy: 7.9933
Key: fwu, Entropy: 7.9933
Key: fwv, Entropy: 7.9942
Key: fww, Entropy: 7.9924
Key: fwx, Entropy: 7.9942
Key: fwy, Entropy: 7.9930
Key: fwz, Entropy: 7.9932
Key: fxa, Entropy: 7.9933
Key: fxb, Entropy: 7.9938
Key: fxc, Entropy: 7.9935
Key: fxd, Entropy: 7.9940
Key: fxe, Entropy: 7.9931
Key: fxf, Entropy: 7.9928
Key: fxg, Entropy: 7.9933
Key: fxh, Entropy: 7.9932
Key: fxi, Entropy: 7.9939
Key: fxj, Entropy: 7.9940
Key: fxk, Entropy: 7.9937
Key: fxl, Entropy: 7.9943
Key: fxm, Entropy: 7.9939
Key: fxn, Entropy: 7.9931
Key: fxo, Entropy: 7.9933
Key: fxp, Entropy: 7.9939
Key: fxq, Entropy: 7.9934
Key: fxr, Entropy: 7.9933
Key: fxs, Entropy: 7.9928
Key: fxt, Entropy: 7.9940
Key: fxu, Entropy: 7.9935
Key: fxv, Entropy: 7.9934
Key: fxw, Entropy: 7.9941
Key: fxx, Entropy: 7.9947
Key: fxy, Entropy: 7.9942
Key: fxz, Entropy: 7.9940
Key: fya, Entropy: 7.9945
Key: fyb, Entropy: 7.9929
Key: fyc, Entropy: 7.9940
Key: fyd, Entropy: 7.9935
Key: fye, Entropy: 7.9928
Key: fyf, Entropy: 7.9944
Key: fyg, Entropy: 7.9939
Key: fyh, Entropy: 7.9935
Key: fyi, Entropy: 7.9934
Key: fyj, Entropy: 7.9929
Key: fyk, Entropy: 7.9939
Key: fyl, Entropy: 7.9939
Key: fym, Entropy: 7.9945
Key: fyn, Entropy: 7.9940
Key: fyo, Entropy: 7.9945
Key: fyp, Entropy: 7.9931
Key: fyq, Entropy: 7.9934
Key: fyr, Entropy: 7.9932
Key: fys, Entropy: 7.9943
Key: fyt, Entropy: 7.9943
Key: fyu, Entropy: 7.9936
Key: fyv, Entropy: 7.9931
Key: fyw, Entropy: 7.9926
Key: fyx, Entropy: 7.9935
Key: fyy, Entropy: 7.9930
Key: fyz, Entropy: 7.9937
Key: fza, Entropy: 7.9933
Key: fzb, Entropy: 7.9936
Key: fzc, Entropy: 7.9939
Key: fzd, Entropy: 7.9931
Key: fze, Entropy: 7.9942
Key: fzf, Entropy: 7.9932
Key: fzg, Entropy: 7.9939
Key: fzh, Entropy: 7.9938
Key: fzi, Entropy: 7.9939
Key: fzj, Entropy: 7.9932
Key: fzk, Entropy: 7.9943
Key: fzl, Entropy: 7.9931
Key: fzm, Entropy: 7.9946
Key: fzn, Entropy: 7.9941
Key: fzo, Entropy: 7.9934
Key: fzp, Entropy: 7.9936
Key: fzq, Entropy: 7.9937
Key: fzr, Entropy: 7.9935
Key: fzs, Entropy: 7.9931
Key: fzt, Entropy: 7.9934
Key: fzu, Entropy: 7.9934
Key: fzv, Entropy: 7.9937
Key: fzw, Entropy: 7.9940
Key: fzx, Entropy: 7.9929
Key: fzy, Entropy: 7.9931
Key: fzz, Entropy: 7.9943
Key: gaa, Entropy: 7.9941
Key: gab, Entropy: 7.9935
Key: gac, Entropy: 7.9937
Key: gad, Entropy: 7.9923
Key: gae, Entropy: 7.9939
Key: gaf, Entropy: 7.9929
Key: gag, Entropy: 7.9936
Key: gah, Entropy: 7.9944
Key: gai, Entropy: 7.9936
Key: gaj, Entropy: 7.9938
Key: gak, Entropy: 7.9937
Key: gal, Entropy: 7.9941
Key: gam, Entropy: 7.9939
Key: gan, Entropy: 7.9928
Key: gao, Entropy: 7.9934
Key: gap, Entropy: 7.9932
Key: gaq, Entropy: 7.9929
Key: gar, Entropy: 7.9924
Key: gas, Entropy: 7.9930
Key: gat, Entropy: 7.9935
Key: gau, Entropy: 7.9936
Key: gav, Entropy: 7.9937
Key: gaw, Entropy: 7.9937
Key: gax, Entropy: 7.9938
Key: gay, Entropy: 7.9939
Key: gaz, Entropy: 7.9939
Key: gba, Entropy: 7.9923
Key: gbb, Entropy: 7.9938
Key: gbc, Entropy: 7.9936
Key: gbd, Entropy: 7.9933
Key: gbe, Entropy: 7.9943
Key: gbf, Entropy: 7.9937
Key: gbg, Entropy: 7.9940
Key: gbh, Entropy: 7.9932
Key: gbi, Entropy: 7.9935
Key: gbj, Entropy: 7.9941
Key: gbk, Entropy: 7.9938
Key: gbl, Entropy: 7.9937
Key: gbm, Entropy: 7.9937
Key: gbn, Entropy: 7.9937
Key: gbo, Entropy: 7.9941
Key: gbp, Entropy: 7.9939
Key: gbq, Entropy: 7.9927
Key: gbr, Entropy: 7.9946
Key: gbs, Entropy: 7.9940
Key: gbt, Entropy: 7.9928
Key: gbu, Entropy: 7.9917
Key: gbv, Entropy: 7.9942
Key: gbw, Entropy: 7.9942
Key: gbx, Entropy: 7.9935
Key: gby, Entropy: 7.9939
Key: gbz, Entropy: 7.9936
Key: gca, Entropy: 7.9932
Key: gcb, Entropy: 7.9931
Key: gcc, Entropy: 7.9945
Key: gcd, Entropy: 7.9934
Key: gce, Entropy: 7.9936
Key: gcf, Entropy: 7.9921
Key: gcg, Entropy: 7.9937
Key: gch, Entropy: 7.9935
Key: gci, Entropy: 7.9943
Key: gcj, Entropy: 7.9935
Key: gck, Entropy: 7.9933
Key: gcl, Entropy: 7.9939
Key: gcm, Entropy: 7.9938
Key: gcn, Entropy: 7.9945
Key: gco, Entropy: 7.9940
Key: gcp, Entropy: 7.9938
Key: gcq, Entropy: 7.9941
Key: gcr, Entropy: 7.9936
Key: gcs, Entropy: 7.9945
Key: gct, Entropy: 7.9939
Key: gcu, Entropy: 7.9940
Key: gcv, Entropy: 7.9935
Key: gcw, Entropy: 7.9938
Key: gcx, Entropy: 7.9936
Key: gcy, Entropy: 7.9935
Key: gcz, Entropy: 7.9940
Key: gda, Entropy: 7.9938
Key: gdb, Entropy: 7.9945
Key: gdc, Entropy: 7.9939
Key: gdd, Entropy: 7.9938
Key: gde, Entropy: 7.9935
Key: gdf, Entropy: 7.9941
Key: gdg, Entropy: 7.9933
Key: gdh, Entropy: 7.9934
Key: gdi, Entropy: 7.9935
Key: gdj, Entropy: 7.9930
Key: gdk, Entropy: 7.9939
Key: gdl, Entropy: 7.9941
Key: gdm, Entropy: 7.9935
Key: gdn, Entropy: 7.9927
Key: gdo, Entropy: 7.9935
Key: gdp, Entropy: 7.9946
Key: gdq, Entropy: 7.9938
Key: gdr, Entropy: 7.9936
Key: gds, Entropy: 7.9939
Key: gdt, Entropy: 7.9935
Key: gdu, Entropy: 7.9940
Key: gdv, Entropy: 7.9941
Key: gdw, Entropy: 7.9946
Key: gdx, Entropy: 7.9941
Key: gdy, Entropy: 7.9942
Key: gdz, Entropy: 7.9933
Key: gea, Entropy: 7.9939
Key: geb, Entropy: 7.9938
Key: gec, Entropy: 7.9943
Key: ged, Entropy: 7.9938
Key: gee, Entropy: 7.9944
Key: gef, Entropy: 7.9928
Key: geg, Entropy: 7.9939
Key: geh, Entropy: 7.9940
Key: gei, Entropy: 7.9934
Key: gej, Entropy: 7.9929
Key: gek, Entropy: 7.9936
Key: gel, Entropy: 7.9932
Key: gem, Entropy: 7.9941
Key: gen, Entropy: 7.9942
Key: geo, Entropy: 7.9932
Key: gep, Entropy: 7.9942
Key: geq, Entropy: 7.9930
Key: ger, Entropy: 7.9926
Key: ges, Entropy: 7.9950
Key: get, Entropy: 7.9939
Key: geu, Entropy: 7.9946
Key: gev, Entropy: 7.9937
Key: gew, Entropy: 7.9939
Key: gex, Entropy: 7.9937
Key: gey, Entropy: 7.9931
Key: gez, Entropy: 7.9941
Key: gfa, Entropy: 7.9939
Key: gfb, Entropy: 7.9937
Key: gfc, Entropy: 7.9930
Key: gfd, Entropy: 7.9940
Key: gfe, Entropy: 7.9941
Key: gff, Entropy: 7.9940
Key: gfg, Entropy: 7.9947
Key: gfh, Entropy: 7.9931
Key: gfi, Entropy: 7.9939
Key: gfj, Entropy: 7.9935
Key: gfk, Entropy: 7.9942
Key: gfl, Entropy: 7.9944
Key: gfm, Entropy: 7.9939
Key: gfn, Entropy: 7.9932
Key: gfo, Entropy: 7.9939
Key: gfp, Entropy: 7.9940
Key: gfq, Entropy: 7.9943
Key: gfr, Entropy: 7.9933
Key: gfs, Entropy: 7.9945
Key: gft, Entropy: 7.9942
Key: gfu, Entropy: 7.9938
Key: gfv, Entropy: 7.9927
Key: gfw, Entropy: 7.9930
Key: gfx, Entropy: 7.9930
Key: gfy, Entropy: 7.9934
Key: gfz, Entropy: 7.9939
Key: gga, Entropy: 7.9940
Key: ggb, Entropy: 7.9930
Key: ggc, Entropy: 7.9947
Key: ggd, Entropy: 7.9944
Key: gge, Entropy: 7.9935
Key: ggf, Entropy: 7.9940
Key: ggg, Entropy: 7.9940
Key: ggh, Entropy: 7.9933
Key: ggi, Entropy: 7.9929
Key: ggj, Entropy: 7.9939
Key: ggk, Entropy: 7.9942
Key: ggl, Entropy: 7.9940
Key: ggm, Entropy: 7.9936
Key: ggn, Entropy: 7.9935
Key: ggo, Entropy: 7.9937
Key: ggp, Entropy: 7.9924
Key: ggq, Entropy: 7.9933
Key: ggr, Entropy: 7.9942
Key: ggs, Entropy: 7.9929
Key: ggt, Entropy: 7.9930
Key: ggu, Entropy: 7.9933
Key: ggv, Entropy: 7.9933
Key: ggw, Entropy: 7.9930
Key: ggx, Entropy: 7.9935
Key: ggy, Entropy: 7.9936
Key: ggz, Entropy: 7.9935
Key: gha, Entropy: 7.9932
Key: ghb, Entropy: 7.9934
Key: ghc, Entropy: 7.9941
Key: ghd, Entropy: 7.9937
Key: ghe, Entropy: 7.9945
Key: ghf, Entropy: 7.9944
Key: ghg, Entropy: 7.9931
Key: ghh, Entropy: 7.9936
Key: ghi, Entropy: 7.9928
Key: ghj, Entropy: 7.9945
Key: ghk, Entropy: 7.9935
Key: ghl, Entropy: 7.9931
Key: ghm, Entropy: 7.9938
Key: ghn, Entropy: 7.9932
Key: gho, Entropy: 7.9936
Key: ghp, Entropy: 7.9936
Key: ghq, Entropy: 7.9926
Key: ghr, Entropy: 7.9936
Key: ghs, Entropy: 7.9936
Key: ght, Entropy: 7.9943
Key: ghu, Entropy: 7.9933
Key: ghv, Entropy: 7.9932
Key: ghw, Entropy: 7.9936
Key: ghx, Entropy: 7.9927
Key: ghy, Entropy: 7.9930
Key: ghz, Entropy: 7.9924
Key: gia, Entropy: 7.9937
Key: gib, Entropy: 7.9933
Key: gic, Entropy: 7.9936
Key: gid, Entropy: 7.9935
Key: gie, Entropy: 7.9930
Key: gif, Entropy: 7.9943
Key: gig, Entropy: 7.9922
Key: gih, Entropy: 7.9935
Key: gii, Entropy: 7.9940
Key: gij, Entropy: 7.9941
Key: gik, Entropy: 7.9934
Key: gil, Entropy: 7.9930
Key: gim, Entropy: 7.9936
Key: gin, Entropy: 7.9937
Key: gio, Entropy: 7.9936
Key: gip, Entropy: 7.9934
Key: giq, Entropy: 7.9939
Key: gir, Entropy: 7.9925
Key: gis, Entropy: 7.9940
Key: git, Entropy: 7.9941
Key: giu, Entropy: 7.9937
Key: giv, Entropy: 7.9935
Key: giw, Entropy: 7.9937
Key: gix, Entropy: 7.9938
Key: giy, Entropy: 7.9935
Key: giz, Entropy: 7.9929
Key: gja, Entropy: 7.9937
Key: gjb, Entropy: 7.9938
Key: gjc, Entropy: 7.9938
Key: gjd, Entropy: 7.9942
Key: gje, Entropy: 7.9942
Key: gjf, Entropy: 7.9943
Key: gjg, Entropy: 7.9935
Key: gjh, Entropy: 7.9941
Key: gji, Entropy: 7.9919
Key: gjj, Entropy: 7.9943
Key: gjk, Entropy: 7.9934
Key: gjl, Entropy: 7.9934
Key: gjm, Entropy: 7.9933
Key: gjn, Entropy: 7.9944
Key: gjo, Entropy: 7.9936
Key: gjp, Entropy: 7.9936
Key: gjq, Entropy: 7.9930
Key: gjr, Entropy: 7.9937
Key: gjs, Entropy: 7.9941
Key: gjt, Entropy: 7.9936
Key: gju, Entropy: 7.9928
Key: gjv, Entropy: 7.9936
Key: gjw, Entropy: 7.9930
Key: gjx, Entropy: 7.9933
Key: gjy, Entropy: 7.9941
Key: gjz, Entropy: 7.9945
Key: gka, Entropy: 7.9934
Key: gkb, Entropy: 7.9933
Key: gkc, Entropy: 7.9937
Key: gkd, Entropy: 7.9942
Key: gke, Entropy: 7.9939
Key: gkf, Entropy: 7.9935
Key: gkg, Entropy: 7.9939
Key: gkh, Entropy: 7.9938
Key: gki, Entropy: 7.9932
Key: gkj, Entropy: 7.9937
Key: gkk, Entropy: 7.9937
Key: gkl, Entropy: 7.9927
Key: gkm, Entropy: 7.9938
Key: gkn, Entropy: 7.9941
Key: gko, Entropy: 7.9947
Key: gkp, Entropy: 7.9931
Key: gkq, Entropy: 7.9932
Key: gkr, Entropy: 7.9937
Key: gks, Entropy: 7.9937
Key: gkt, Entropy: 7.9945
Key: gku, Entropy: 7.9939
Key: gkv, Entropy: 7.9941
Key: gkw, Entropy: 7.9938
Key: gkx, Entropy: 7.9935
Key: gky, Entropy: 7.9937
Key: gkz, Entropy: 7.9939
Key: gla, Entropy: 7.9930
Key: glb, Entropy: 7.9929
Key: glc, Entropy: 7.9925
Key: gld, Entropy: 7.9941
Key: gle, Entropy: 7.9938
Key: glf, Entropy: 7.9935
Key: glg, Entropy: 7.9946
Key: glh, Entropy: 7.9931
Key: gli, Entropy: 7.9938
Key: glj, Entropy: 7.9923
Key: glk, Entropy: 7.9926
Key: gll, Entropy: 7.9930
Key: glm, Entropy: 7.9934
Key: gln, Entropy: 7.9937
Key: glo, Entropy: 7.9941
Key: glp, Entropy: 7.9935
Key: glq, Entropy: 7.9938
Key: glr, Entropy: 7.9933
Key: gls, Entropy: 7.9933
Key: glt, Entropy: 7.9935
Key: glu, Entropy: 7.9936
Key: glv, Entropy: 7.9934
Key: glw, Entropy: 7.9931
Key: glx, Entropy: 7.9939
Key: gly, Entropy: 7.9934
Key: glz, Entropy: 7.9937
Key: gma, Entropy: 7.9944
Key: gmb, Entropy: 7.9930
Key: gmc, Entropy: 7.9944
Key: gmd, Entropy: 7.9935
Key: gme, Entropy: 7.9930
Key: gmf, Entropy: 7.9940
Key: gmg, Entropy: 7.9927
Key: gmh, Entropy: 7.9939
Key: gmi, Entropy: 7.9936
Key: gmj, Entropy: 7.9942
Key: gmk, Entropy: 7.9946
Key: gml, Entropy: 7.9939
Key: gmm, Entropy: 7.9939
Key: gmn, Entropy: 7.9938
Key: gmo, Entropy: 7.9932
Key: gmp, Entropy: 7.9934
Key: gmq, Entropy: 7.9941
Key: gmr, Entropy: 7.9928
Key: gms, Entropy: 7.9937
Key: gmt, Entropy: 7.9932
Key: gmu, Entropy: 7.9927
Key: gmv, Entropy: 7.9939
Key: gmw, Entropy: 7.9937
Key: gmx, Entropy: 7.9951
Key: gmy, Entropy: 7.9934
Key: gmz, Entropy: 7.9933
Key: gna, Entropy: 7.9938
Key: gnb, Entropy: 7.9941
Key: gnc, Entropy: 7.9933
Key: gnd, Entropy: 7.9936
Key: gne, Entropy: 7.9946
Key: gnf, Entropy: 7.9947
Key: gng, Entropy: 7.9939
Key: gnh, Entropy: 7.9936
Key: gni, Entropy: 7.9932
Key: gnj, Entropy: 7.9930
Key: gnk, Entropy: 7.9935
Key: gnl, Entropy: 7.9947
Key: gnm, Entropy: 7.9928
Key: gnn, Entropy: 7.9933
Key: gno, Entropy: 7.9939
Key: gnp, Entropy: 7.9940
Key: gnq, Entropy: 7.9933
Key: gnr, Entropy: 7.9935
Key: gns, Entropy: 7.9929
Key: gnt, Entropy: 7.9938
Key: gnu, Entropy: 7.9927
Key: gnv, Entropy: 7.9943
Key: gnw, Entropy: 7.9935
Key: gnx, Entropy: 7.9940
Key: gny, Entropy: 7.9936
Key: gnz, Entropy: 7.9935
Key: goa, Entropy: 7.9938
Key: gob, Entropy: 7.9941
Key: goc, Entropy: 7.9936
Key: god, Entropy: 7.9932
Key: goe, Entropy: 7.9942
Key: gof, Entropy: 7.9941
Key: gog, Entropy: 7.9934
Key: goh, Entropy: 7.9942
Key: goi, Entropy: 7.9929
Key: goj, Entropy: 7.9928
Key: gok, Entropy: 7.9924
Key: gol, Entropy: 7.9940
Key: gom, Entropy: 7.9936
Key: gon, Entropy: 7.9938
Key: goo, Entropy: 7.9935
Key: gop, Entropy: 7.9926
Key: goq, Entropy: 7.9942
Key: gor, Entropy: 7.9931
Key: gos, Entropy: 7.9938
Key: got, Entropy: 7.9939
Key: gou, Entropy: 7.9939
Key: gov, Entropy: 7.9934
Key: gow, Entropy: 7.9937
Key: gox, Entropy: 7.9935
Key: goy, Entropy: 7.9933
Key: goz, Entropy: 7.9940
Key: gpa, Entropy: 7.9933
Key: gpb, Entropy: 7.9931
Key: gpc, Entropy: 7.9934
Key: gpd, Entropy: 7.9935
Key: gpe, Entropy: 7.9936
Key: gpf, Entropy: 7.9933
Key: gpg, Entropy: 7.9934
Key: gph, Entropy: 7.9942
Key: gpi, Entropy: 7.9928
Key: gpj, Entropy: 7.9924
Key: gpk, Entropy: 7.9926
Key: gpl, Entropy: 7.9941
Key: gpm, Entropy: 7.9935
Key: gpn, Entropy: 7.9927
Key: gpo, Entropy: 7.9936
Key: gpp, Entropy: 7.9951
Key: gpq, Entropy: 7.9936
Key: gpr, Entropy: 7.9931
Key: gps, Entropy: 7.9943
Key: gpt, Entropy: 7.9937
Key: gpu, Entropy: 7.9938
Key: gpv, Entropy: 7.9942
Key: gpw, Entropy: 7.9925
Key: gpx, Entropy: 7.9935
Key: gpy, Entropy: 7.9937
Key: gpz, Entropy: 7.9936
Key: gqa, Entropy: 7.9941
Key: gqb, Entropy: 7.9923
Key: gqc, Entropy: 7.9932
Key: gqd, Entropy: 7.9922
Key: gqe, Entropy: 7.9940
Key: gqf, Entropy: 7.9931
Key: gqg, Entropy: 7.9939
Key: gqh, Entropy: 7.9928
Key: gqi, Entropy: 7.9938
Key: gqj, Entropy: 7.9930
Key: gqk, Entropy: 7.9931
Key: gql, Entropy: 7.9938
Key: gqm, Entropy: 7.9930
Key: gqn, Entropy: 7.9936
Key: gqo, Entropy: 7.9938
Key: gqp, Entropy: 7.9935
Key: gqq, Entropy: 7.9938
Key: gqr, Entropy: 7.9938
Key: gqs, Entropy: 7.9934
Key: gqt, Entropy: 7.9927
Key: gqu, Entropy: 7.9946
Key: gqv, Entropy: 7.9942
Key: gqw, Entropy: 7.9931
Key: gqx, Entropy: 7.9938
Key: gqy, Entropy: 7.9931
Key: gqz, Entropy: 7.9930
Key: gra, Entropy: 7.9941
Key: grb, Entropy: 7.9943
Key: grc, Entropy: 7.9942
Key: grd, Entropy: 7.9943
Key: gre, Entropy: 7.9938
Key: grf, Entropy: 7.9937
Key: grg, Entropy: 7.9935
Key: grh, Entropy: 7.9930
Key: gri, Entropy: 7.9930
Key: grj, Entropy: 7.9937
Key: grk, Entropy: 7.9928
Key: grl, Entropy: 7.9937
Key: grm, Entropy: 7.9940
Key: grn, Entropy: 7.9935
Key: gro, Entropy: 7.9941
Key: grp, Entropy: 7.9921
Key: grq, Entropy: 7.9938
Key: grr, Entropy: 7.9927
Key: grs, Entropy: 7.9931
Key: grt, Entropy: 7.9941
Key: gru, Entropy: 7.9941
Key: grv, Entropy: 7.9931
Key: grw, Entropy: 7.9943
Key: grx, Entropy: 7.9937
Key: gry, Entropy: 7.9939
Key: grz, Entropy: 7.9940
Key: gsa, Entropy: 7.9930
Key: gsb, Entropy: 7.9946
Key: gsc, Entropy: 7.9938
Key: gsd, Entropy: 7.9930
Key: gse, Entropy: 7.9930
Key: gsf, Entropy: 7.9937
Key: gsg, Entropy: 7.9936
Key: gsh, Entropy: 7.9933
Key: gsi, Entropy: 7.9941
Key: gsj, Entropy: 7.9939
Key: gsk, Entropy: 7.9934
Key: gsl, Entropy: 7.9939
Key: gsm, Entropy: 7.9934
Key: gsn, Entropy: 7.9937
Key: gso, Entropy: 7.9925
Key: gsp, Entropy: 7.9940
Key: gsq, Entropy: 7.9938
Key: gsr, Entropy: 7.9939
Key: gss, Entropy: 7.9934
Key: gst, Entropy: 7.9941
Key: gsu, Entropy: 7.9936
Key: gsv, Entropy: 7.9940
Key: gsw, Entropy: 7.9928
Key: gsx, Entropy: 7.9937
Key: gsy, Entropy: 7.9940
Key: gsz, Entropy: 7.9935
Key: gta, Entropy: 7.9928
Key: gtb, Entropy: 7.9934
Key: gtc, Entropy: 7.9939
Key: gtd, Entropy: 7.9927
Key: gte, Entropy: 7.9936
Key: gtf, Entropy: 7.9931
Key: gtg, Entropy: 7.9941
Key: gth, Entropy: 7.9930
Key: gti, Entropy: 7.9938
Key: gtj, Entropy: 7.9925
Key: gtk, Entropy: 7.9935
Key: gtl, Entropy: 7.9931
Key: gtm, Entropy: 7.9951
Key: gtn, Entropy: 7.9931
Key: gto, Entropy: 7.9939
Key: gtp, Entropy: 7.9938
Key: gtq, Entropy: 7.9942
Key: gtr, Entropy: 7.9935
Key: gts, Entropy: 7.9925
Key: gtt, Entropy: 7.9941
Key: gtu, Entropy: 7.9938
Key: gtv, Entropy: 7.9938
Key: gtw, Entropy: 7.9935
Key: gtx, Entropy: 7.9938
Key: gty, Entropy: 7.9940
Key: gtz, Entropy: 7.9946
Key: gua, Entropy: 7.9931
Key: gub, Entropy: 7.9934
Key: guc, Entropy: 7.9932
Key: gud, Entropy: 7.9939
Key: gue, Entropy: 7.9932
Key: guf, Entropy: 7.9933
Key: gug, Entropy: 7.9929
Key: guh, Entropy: 7.9947
Key: gui, Entropy: 7.9935
Key: guj, Entropy: 7.9934
Key: guk, Entropy: 7.9936
Key: gul, Entropy: 7.9925
Key: gum, Entropy: 7.9937
Key: gun, Entropy: 7.9948
Key: guo, Entropy: 7.9928
Key: gup, Entropy: 7.9939
Key: guq, Entropy: 7.9948
Key: gur, Entropy: 7.9930
Key: gus, Entropy: 7.9930
Key: gut, Entropy: 7.9944
Key: guu, Entropy: 7.9934
Key: guv, Entropy: 7.9932
Key: guw, Entropy: 7.9936
Key: gux, Entropy: 7.9933
Key: guy, Entropy: 7.9939
Key: guz, Entropy: 7.9939
Key: gva, Entropy: 7.9932
Key: gvb, Entropy: 7.9933
Key: gvc, Entropy: 7.9931
Key: gvd, Entropy: 7.9941
Key: gve, Entropy: 7.9927
Key: gvf, Entropy: 7.9942
Key: gvg, Entropy: 7.9939
Key: gvh, Entropy: 7.9934
Key: gvi, Entropy: 7.9938
Key: gvj, Entropy: 7.9925
Key: gvk, Entropy: 7.9939
Key: gvl, Entropy: 7.9941
Key: gvm, Entropy: 7.9945
Key: gvn, Entropy: 7.9929
Key: gvo, Entropy: 7.9942
Key: gvp, Entropy: 7.9940
Key: gvq, Entropy: 7.9933
Key: gvr, Entropy: 7.9942
Key: gvs, Entropy: 7.9932
Key: gvt, Entropy: 7.9936
Key: gvu, Entropy: 7.9938
Key: gvv, Entropy: 7.9931
Key: gvw, Entropy: 7.9936
Key: gvx, Entropy: 7.9939
Key: gvy, Entropy: 7.9946
Key: gvz, Entropy: 7.9936
Key: gwa, Entropy: 7.9952
Key: gwb, Entropy: 7.9930
Key: gwc, Entropy: 7.9937
Key: gwd, Entropy: 7.9935
Key: gwe, Entropy: 7.9943
Key: gwf, Entropy: 7.9944
Key: gwg, Entropy: 7.9928
Key: gwh, Entropy: 7.9936
Key: gwi, Entropy: 7.9931
Key: gwj, Entropy: 7.9941
Key: gwk, Entropy: 7.9944
Key: gwl, Entropy: 7.9942
Key: gwm, Entropy: 7.9923
Key: gwn, Entropy: 7.9934
Key: gwo, Entropy: 7.9941
Key: gwp, Entropy: 7.9936
Key: gwq, Entropy: 7.9930
Key: gwr, Entropy: 7.9941
Key: gws, Entropy: 7.9927
Key: gwt, Entropy: 7.9938
Key: gwu, Entropy: 7.9933
Key: gwv, Entropy: 7.9937
Key: gww, Entropy: 7.9933
Key: gwx, Entropy: 7.9926
Key: gwy, Entropy: 7.9936
Key: gwz, Entropy: 7.9941
Key: gxa, Entropy: 7.9939
Key: gxb, Entropy: 7.9939
Key: gxc, Entropy: 7.9937
Key: gxd, Entropy: 7.9940
Key: gxe, Entropy: 7.9938
Key: gxf, Entropy: 7.9939
Key: gxg, Entropy: 7.9940
Key: gxh, Entropy: 7.9940
Key: gxi, Entropy: 7.9925
Key: gxj, Entropy: 7.9927
Key: gxk, Entropy: 7.9941
Key: gxl, Entropy: 7.9939
Key: gxm, Entropy: 7.9941
Key: gxn, Entropy: 7.9943
Key: gxo, Entropy: 7.9943
Key: gxp, Entropy: 7.9932
Key: gxq, Entropy: 7.9941
Key: gxr, Entropy: 7.9931
Key: gxs, Entropy: 7.9938
Key: gxt, Entropy: 7.9925
Key: gxu, Entropy: 7.9938
Key: gxv, Entropy: 7.9930
